auid,compound,status,output_file,source_file,source_url,aurl,catalog,species,nspecies,natoms,spacegroup_orig,spacegroup_relax,pearson_orig,pearson_relax,prototype_orig,prototype_relax,band_gap_eV,formation_enthalpy_eV_atom,aflowlib_date,aflowlib_version,error
aflow:cb719ebf03ef1d2d,Na2Se1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na2Se1__ICSD__cb719ebf03ef1d2d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Na2Se1_ICSD_60442,ICSD,"Na,Se",2,3,225,225,cF12,cF12,A2B_cF12_225_c_a,A2B_cF12_225_c_a,2.0584,-1.07455,"['20140925_20:56:40_GMT-5', '20140925_22:30:30_GMT-5', '20210523_19:55:49_GMT-5']",3.2.9,
aflow:cba92648804e88e8,B6Na6S12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B6Na6S12__ICSD__cba92648804e88e8.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/B3Na3S6_ICSD_79613,ICSD,"B,Na,S",3,24,167,167,hR24,hR24,ABC2_hR24_167_e_e_2e,ABC2_hR24_167_e_e_2e,2.5203,-0.779327,"['20140806_20:20:02_GMT-5', '20140808_22:51:44_GMT-5', '20210531_17:15:29_GMT-5']",3.2.9,
aflow:cbe1a1a777c87b89,Na8O12S8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8O12S8__ICSD__cbe1a1a777c87b89.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na2O3S2_ICSD_37093,ICSD,"Na,O,S",3,28,14,14,mP28,mP28,A2B3C2_mP28_14_2e_3e_2e,A2B3C2_mP28_14_2e_3e_2e,4.0999,-1.45887,"['20140816_08:50:10_GMT-4', '20140817_10:19:21_GMT-4', '20210901_10:47:11_GMT-4']",3.2.11,
aflow:cc41860d69de2888,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__cc41860d69de2888.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_169462,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,5.0535,-1.83928,"['20140924_19:38:48_GMT-5', '20140924_21:04:48_GMT-5', '20210523_03:02:24_GMT-5']",3.2.9,
aflow:cc52b95f11e0593c,Na4O6Si2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O6Si2__ICSD__cc52b95f11e0593c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2O3Si1_ICSD_74640,ICSD,"Na,O,Si",3,12,36,36,oS24,oS24,A2B3C_oC24_36_b_ab_a,A2B3C_oC24_36_b_ab_a,3.899,-2.37167,"['20141031_14:00:39_GMT-5', '20141101_00:11:26_GMT-5', '20210620_22:15:57_GMT-5']",3.2.9,
aflow:cd452cb3612d6b0c,Br1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Br1Na1__ICSD__cd452cb3612d6b0c.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Na1_ICSD_44278,ICSD,"Br,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,4.1148,-1.60728,"['20140722_11:46:38_GMT-5', '20140722_13:58:37_GMT-5', '20210522_21:57:37_GMT-5']",3.2.9,
aflow:cd6b50f7cfc22435,Na8Si8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8Si8__ICSD__cd6b50f7cfc22435.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na4Si4_ICSD_409953,ICSD,"Na,Si",2,16,15,15,mS32,mS32,AB_mC32_15_2f_2f,AB_mC32_15_2f_2f,1.1561,-0.0177172,"['20141116_22:41:01_GMT-5', '20141117_17:36:04_GMT-5', '20210528_08:19:51_GMT-5']",3.2.9,
aflow:cdb1a6dd3850272a,Na10O20P6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na10O20P6__ICSD__cdb1a6dd3850272a.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na5O10P3_ICSD_16564,ICSD,"Na,O,P",3,36,15,15,mS72,mS72,A5B10C3_mC72_15_c2f_5f_ef,A5B10C3_mC72_15_c2f_5f_ef,4.5651,-2.27044,"['20170201_13:07:04_GMT-5', '20170202_01:33:02_GMT-5', '20210902_10:00:27_GMT-4']",3.2.11,
aflow:ce1647bceea06558,Ge8Na8Se20,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Ge8Na8Se20__ICSD__ce1647bceea06558.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ge4Na4Se10_ICSD_300263,ICSD,"Ge,Na,Se",3,36,63,63,oS72,oS72,A2B2C5_oC72_63_fg_eg_2cfgh,A2B2C5_oC72_63_fg_eg_2cfgh,1.5375,-0.604319,"['20121228_15:49:31_GMT-5', '20130101_10:31:17_GMT-5', '20210530_12:26:24_GMT-5']",3.2.9,
aflow:ce32fcb26016dc8f,N6Na2Si4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N6Na2Si4__ICSD__ce32fcb26016dc8f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/N3Na1Si2_ICSD_72466,ICSD,"N,Na,Si",3,12,36,36,oS24,oS24,A3BC2_oC24_36_ab_a_b,A3BC2_oC24_36_ab_a_b,4.1824,-1.04021,"['20150108_20:28:48_GMT-5', '20150109_00:11:12_GMT-5', '20210831_09:32:08_GMT-4']",3.2.11,
aflow:ce7d9b7b1dabc3d5,H5Na3O16Se4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H5Na3O16Se4__ICSD__ce7d9b7b1dabc3d5.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TRI/H5Na3O16Se4_ICSD_411719,ICSD,"H,Na,O,Se",4,28,2,2,aP28,aP28,A5B3C16D4_aP28_2_a2i_di_8i_2i,A5B3C16D4_aP28_2_a2i_di_8i_2i,3.4391,-0.995983,"['20150103_05:25:54_GMT-5', '20150105_06:51:49_GMT-5', '20210831_02:08:26_GMT-4']",3.2.11,
aflow:cefadd901e1bd039,H24Na8O16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H24Na8O16__ICSD__cefadd901e1bd039.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/H3Na1O2_ICSD_96821,ICSD,"H,Na,O",3,48,61,61,oP48,oP48,A3BC2_oP48_61_3c_c_2c,A3BC2_oP48_61_3c_c_2c,4.3604,-1.22654,"['20170718_09:49:10_GMT-4', '20170718_18:14:22_GMT-4', '20210901_23:20:34_GMT-4']",3.2.11,
aflow:cf04bb646e198476,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__cf04bb646e198476.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Na2O3_ICSD_81007,ICSD,"C,Na,O",3,12,194,194,hP12,hP12,AB2C3_hP12_194_d_ac_h,AB2C3_hP12_194_d_ac_h,3.1827,-1.73329,"['20140714_17:16:46_GMT-4', '20140715_02:54:11_GMT-4', '20210831_15:09:54_GMT-4']",3.2.11,
aflow:cfe8016e44c7d14d,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__cfe8016e44c7d14d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_81001,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.7984,-1.74736,"['20140710_09:27:03_GMT-4', '20140710_19:57:18_GMT-4', '20210902_14:50:55_GMT-4']",3.2.11,
aflow:d00e0b6b3eae6f08,Br1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Br1Na1__ICSD__d00e0b6b3eae6f08.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Na1_ICSD_52239,ICSD,"Br,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,4.1292,-1.60675,"['20140806_15:04:07_GMT-5', '20140806_17:46:34_GMT-5', '20210522_21:57:41_GMT-5']",3.2.9,
aflow:d021c3ece6cc6578,As4Na12S12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\As4Na12S12__ICSD__d021c3ece6cc6578.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Na3S3_ICSD_645,ICSD,"As,Na,S",3,28,198,198,cP28,cP28,AB3C3_cP28_198_a_3a_b,AB3C3_cP28_198_a_3a_b,2.5164,-0.858353,"['20141209_23:59:10_GMT-5', '20141210_08:37:38_GMT-5', '20210521_23:22:14_GMT-5']",3.2.9,
aflow:d0ab15ca1e954e96,Na4O14Si6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O14Si6__ICSD__d0ab15ca1e954e96.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na2O7Si3_ICSD_81134,ICSD,"Na,O,Si",3,24,15,15,mS48,mS48,A2B7C3_mC48_15_f_e3f_af,A2B7C3_mC48_15_f_e3f_af,4.7019,-2.52006,"['20150107_06:31:54_GMT-5', '20150107_16:29:21_GMT-5', '20210618_13:39:59_GMT-5']",3.2.9,
aflow:d0c93a9396dc599e,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__d0c93a9396dc599e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_100633,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,5.0416,-1.83946,"['20140924_16:55:25_GMT-5', '20140924_18:27:21_GMT-5', '20210707_15:05:31_GMT-5']",3.2.10,
aflow:d0dab8bc22b6a120,F3Ge1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\F3Ge1Na1__LIB3__d0dab8bc22b6a120.cif,,,aflowlib.duke.edu:AFLOWDATA/LIB3_WEB/FGe_hNa_sv/T0009.CBA,LIB3,"F,Ge,Na",3,5,221,221,cP5,cP5,A3BC_cP5_221_c_b_a,A3BC_cP5_221_c_b_a,1.5263,-2.18667,20200523_17:05:04_GMT-5,3.2.3,
aflow:d11e8f6eabb54735,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__d11e8f6eabb54735.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_80996,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.2297,-1.73373,"['20140823_11:09:53_GMT-4', '20140824_04:41:19_GMT-4', '20210902_09:01:38_GMT-4']",3.2.11,
aflow:d1832830b484d3f0,Na6O2P2S6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na6O2P2S6__ICSD__d1832830b484d3f0.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na3O1P1S3_ICSD_98651,ICSD,"Na,O,P,S",4,16,36,36,oS32,oS32,A3BCD3_oC32_36_ab_a_a_ab,A3BCD3_oC32_36_ab_a_a_ab,2.8719,-1.24742,"['20141230_00:15:16_GMT-5', '20141230_09:00:47_GMT-5', '20210831_09:35:31_GMT-4']",3.2.11,
aflow:d1d74c15a87dea48,Na16O28P8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na16O28P8__ICSD__d1d74c15a87dea48.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Na4O7P2_ICSD_10370,ICSD,"Na,O,P",3,52,19,19,oP52,oP52,A4B7C2_oP52_19_4a_7a_2a,A4B7C2_oP52_19_4a_7a_2a,4.4257,-2.2701,"['20140815_16:03:30_GMT-4', '20140819_12:38:24_GMT-4', '20210902_06:59:43_GMT-4']",3.2.11,
aflow:d241535faf2a4519,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__d241535faf2a4519.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_162800,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,5.0394,-1.83972,"['20140925_06:21:49_GMT-5', '20140925_07:18:32_GMT-5', '20210523_03:01:34_GMT-5']",3.2.9,
aflow:d2fb93d6a3cb7bcd,N2Na2O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N2Na2O6__ICSD__d2fb93d6a3cb7bcd.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N1Na1O3_ICSD_15334,ICSD,"N,Na,O",3,10,167,167,hR10,hR10,ABC3_hR10_167_a_b_e,ABC3_hR10_167_a_b_e,2.9503,-0.973187,"['20140718_17:57:19_GMT-4', '20140718_22:58:00_GMT-4', '20210830_19:17:14_GMT-4']",3.2.11,
aflow:d327c4a180ebfe76,Cl4Na4O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl4Na4O12__ICSD__d327c4a180ebfe76.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1O3_ICSD_80338,ICSD,"Cl,Na,O",3,20,198,198,cP20,cP20,ABC3_cP20_198_a_a_b,ABC3_cP20_198_a_a_b,5.6377,-0.695951,"['20181105_00:34:30_GMT-5', '20181105_10:48:11_GMT-5', '20210901_16:29:17_GMT-4']",3.2.11,
aflow:d3ce58ccb2815c93,C1Na4O4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C1Na4O4__ICSD__d3ce58ccb2815c93.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na4O4_ICSD_245413,ICSD,"C,Na,O",3,9,8,8,mS18,mS18,AB4C4_mC18_8_a_2ab_2ab,AB4C4_mC18_8_a_2ab_2ab,1.999,-1.41034,"['20140615_10:27:43_GMT-4', '20140616_01:05:39_GMT-4', '20210902_12:22:15_GMT-4']",3.2.11,
aflow:d3ea98aff7ae3f28,N3Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N3Na1__ICSD__d3ea98aff7ae3f28.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N3Na1_ICSD_34674,ICSD,"N,Na",2,4,166,166,hR4,hR4,A3B_hR4_166_bc_a,A3B_hR4_166_bc_a,3.9918,-0.118335,"['20140815_11:19:24_GMT-4', '20140815_13:02:47_GMT-4', '20210830_17:28:53_GMT-4']",3.2.11,
aflow:d488b7ecc44126e0,As4H16Na4O20,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\As4H16Na4O20__ICSD__d488b7ecc44126e0.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/As1H4Na1O5_ICSD_4284,ICSD,"As,H,Na,O",4,44,4,4,mP44,mP44,AB4CD5_mP44_4_2a_8a_2a_10a,AB4CD5_mP44_4_2a_8a_2a_10a,3.8488,-1.25851,"['20140811_06:30:50_GMT-4', '20140814_18:42:06_GMT-4', '20210902_05:38:31_GMT-4']",3.2.11,
aflow:d578a419c3f7342f,Na4O8S2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4O8S2__ICSD__d578a419c3f7342f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na2O4S1_ICSD_66555,ICSD,"Na,O,S",3,14,63,63,oS28,oS28,A2B4C_oC28_63_ac_fg_c,A2B4C_oC28_63_ac_fg_c,4.9966,-1.83252,"['20141109_02:23:53_GMT-5', '20141109_09:23:26_GMT-5', '20210831_07:09:15_GMT-4']",3.2.11,
aflow:d5c502f180a394d1,H4Na4O16Se4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H4Na4O16Se4__ICSD__d5c502f180a394d1.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/H1Na1O4Se1_ICSD_88893,ICSD,"H,Na,O,Se",4,28,14,14,mP28,mP28,ABC4D_mP28_14_e_e_4e_e,ABC4D_mP28_14_e_e_4e_e,3.651,-1.05403,"['20100915_12:50:53_GMT-4', '20100915_19:34:00_GMT-4', '20210901_04:59:54_GMT-4']",3.2.11,
aflow:d6c23be94a59f19e,I2Na4O1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\I2Na4O1__ICSD__d6c23be94a59f19e.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/I2Na4O1_ICSD_67112,ICSD,"I,Na,O",3,7,139,139,tI14,tI14,A2B4C_tI14_139_e_ce_a,A2B4C_tI14_139_e_ce_a,2.2827,-1.28614,"['20150101_11:48:29_GMT-5', '20150102_12:08:38_GMT-5', '20210612_21:30:49_GMT-5']",3.2.9,
aflow:d7db67ebb6787d21,Na8Si8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8Si8__ICSD__d7db67ebb6787d21.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/Na1Si1_ICSD_43276,ICSD,"Na,Si",2,16,15,15,mS32,mS32,AB_mC32_15_2f_2f,AB_mC32_15_2f_2f,1.1541,-0.0174118,"['20141226_22:16:41_GMT-5', '20141227_12:34:50_GMT-5', '20210528_08:08:57_GMT-5']",3.2.9,
aflow:d85f31e6f938b63f,H12Na4O24Si8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\H12Na4O24Si8__ICSD__d85f31e6f938b63f.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/H3Na1O6Si2_ICSD_39749,ICSD,"H,Na,O,Si",4,48,43,43,oF192,oF192,A3BC6D2_oF192_43_3b_b_6b_2b,A3BC6D2_oF192_43_3b_b_6b_2b,5.0622,-2.05644,"['20140918_12:30:36_GMT-4', '20140920_18:05:13_GMT-4', '20210831_23:58:52_GMT-4']",3.2.11,
aflow:d896b93f18da7085,Cl1Na3O1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na3O1__ICSD__d896b93f18da7085.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na3O1_ICSD_67319,ICSD,"Cl,Na,O",3,5,221,221,cP5,cP5,AB3C_cP5_221_a_c_b,AB3C_cP5_221_a_c_b,2.0952,-1.47432,"['20150122_03:23:32_GMT-5', '20150122_03:50:43_GMT-5', '20210708_08:33:01_GMT-5']",3.2.10,
aflow:d8c3e9b0e7c8ad03,Na8P4Se12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na8P4Se12__ICSD__d8c3e9b0e7c8ad03.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Na4P2Se6_ICSD_415240,ICSD,"Na,P,Se",3,24,64,64,oS48,oS48,A2BC3_oC48_64_ef_f_fg,A2BC3_oC48_64_ef_f_fg,1.7679,-0.726721,"['20141228_11:31:52_GMT-5', '20141229_13:26:08_GMT-5', '20210530_14:49:50_GMT-5']",3.2.9,
aflow:d8f22545f07b07ba,I2Na2O8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\I2Na2O8__ICSD__d8f22545f07b07ba.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/I1Na1O4_ICSD_15968,ICSD,"I,Na,O",3,12,88,88,tI24,tI24,ABC4_tI24_88_a_b_f,ABC4_tI24_88_b_a_f,1.8775,-0.64957,"['20140614_18:57:30_GMT-4', '20140617_19:12:25_GMT-4', '20210831_10:37:02_GMT-4']",3.2.11,
aflow:d996b8d524516c24,Cl1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl1Na1__ICSD__d996b8d524516c24.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Na1_ICSD_61662,ICSD,"Cl,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,5.0568,-1.83901,"['20140926_05:58:00_GMT-5', '20140926_06:52:53_GMT-5', '20210523_03:06:17_GMT-5']",3.2.9,
aflow:d9b6cf00722ac4b8,Na12Sb4Te12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na12Sb4Te12__ICSD__d9b6cf00722ac4b8.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Na3Sb1Te3_ICSD_75513,ICSD,"Na,Sb,Te",3,28,198,198,cP28,cP28,A3BC3_cP28_198_3a_a_b,A3BC3_cP28_198_3a_a_b,1.4349,-0.674546,"['20141204_05:16:54_GMT-5', '20141204_20:04:58_GMT-5', '20210708_02:53:22_GMT-5']",3.2.10,
aflow:daa431949daf0089,N2Na2O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N2Na2O6__ICSD__daa431949daf0089.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N1Na1O3_ICSD_15333,ICSD,"N,Na,O",3,10,167,167,hR10,hR10,ABC3_hR10_167_a_b_e,ABC3_hR10_167_a_b_e,2.9542,-0.973188,"['20140702_20:47:56_GMT-4', '20140703_00:45:32_GMT-4', '20210830_18:30:29_GMT-4']",3.2.11,
aflow:dade2efc2e549c2b,Cl4Na4O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Cl4Na4O12__ICSD__dade2efc2e549c2b.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cl1Na1O3_ICSD_80339,ICSD,"Cl,Na,O",3,20,198,198,cP20,cP20,ABC3_cP20_198_a_a_b,ABC3_cP20_198_a_a_b,5.6371,-0.69598,"['20181101_08:23:49_GMT-4', '20181101_18:23:55_GMT-4', '20210901_14:50:24_GMT-4']",3.2.11,
aflow:db772f085d9b23f8,C16Na16,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C16Na16__ICSD__db772f085d9b23f8.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/C2Na2_ICSD_89527,ICSD,"C,Na",2,32,142,142,tI64,tI64,AB_tI64_142_g_g,AB_tI64_142_g_g,3.4975,0.322338,"['20161111_17:16:48_GMT-5', '20161120_20:04:04_GMT-5', '20210521_06:33:54_GMT-5']",3.2.9,
aflow:dbbab498ffb65674,B2H8Na2,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\B2H8Na2__ICSD__dbbab498ffb65674.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B1H4Na1_ICSD_159241,ICSD,"B,H,Na",3,12,114,114,tP12,tP12,AB4C_tP12_114_b_e_a,AB4C_tP12_114_b_e_a,6.3334,-0.328289,"['20150119_16:58:58_GMT-5', '20150119_18:18:00_GMT-5', '20210601_06:37:15_GMT-5']",3.2.9,
aflow:dcb58957619d5303,C4H16N4Na4O8,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C4H16N4Na4O8__ICSD__dcb58957619d5303.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/C1H4N1Na1O2_ICSD_830,ICSD,"C,H,N,Na,O",5,36,14,14,mP36,mP36,AB4CDE2_mP36_14_e_4e_e_e_2e,AB4CDE2_mP36_14_e_4e_e_e_2e,5.8385,-0.758174,"['20140806_12:11:04_GMT-4', '20140808_18:53:09_GMT-4', '20210901_11:46:25_GMT-4']",3.2.11,
aflow:dcd5f58e3cba523b,N2Na2O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\N2Na2O6__ICSD__dcd5f58e3cba523b.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/N1Na1O3_ICSD_180912,ICSD,"N,Na,O",3,10,167,167,hR10,hR10,ABC3_hR10_167_a_b_e,ABC3_hR10_167_a_b_e,2.9577,-0.973836,"['20141024_13:13:31_GMT-4', '20141024_20:15:07_GMT-4', '20210830_21:50:01_GMT-4']",3.2.11,
aflow:dd3c395c2f10dc11,C2Na4O6,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C2Na4O6__ICSD__dd3c395c2f10dc11.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCLC/C1Na2O3_ICSD_81000,ICSD,"C,Na,O",3,12,12,12,mS24,mS24,AB2C3_mC24_12_i_aci_ij,AB2C3_mC24_12_i_aci_ij,3.8319,-1.74779,"['20140714_17:38:59_GMT-4', '20140715_08:23:11_GMT-4', '20210902_08:49:08_GMT-4']",3.2.11,
aflow:dd458b06d6e99656,As1F6Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\As1F6Na1__ICSD__dd458b06d6e99656.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/As1F6Na1_ICSD_184562,ICSD,"As,F,Na",3,8,148,148,hR8,hR8,AB6C_hR8_148_a_f_b,AB6C_hR8_148_a_f_b,5.0869,-2.39624,"['20150126_12:14:15_GMT-5', '20150126_15:31:17_GMT-5', '20210531_15:51:27_GMT-5']",3.2.9,
aflow:deb0ce886bb23bfe,Na4P8S24Sb4,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Na4P8S24Sb4__ICSD__deb0ce886bb23bfe.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Na1P2S6Sb1_ICSD_155269,ICSD,"Na,P,S,Sb",4,40,14,14,mP40,mP40,AB2C6D_mP40_14_e_2e_6e_e,AB2C6D_mP40_14_e_2e_6e_e,2.034,-0.470696,"['20100919_14:05:29_GMT-5', '20100920_04:28:31_GMT-5', '20210527_10:49:35_GMT-5']",3.2.9,
aflow:dec05880f4462ae7,C12Na4O12,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\C12Na4O12__ICSD__dec05880f4462ae7.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCF/C6Na2O6_ICSD_170805,ICSD,"C,Na,O",3,28,70,70,oF112,oF112,A3BC3_oF112_70_eh_f_eh,A3BC3_oF112_70_eh_f_eh,1.0268,-0.942111,"['20160625_23:46:54_GMT-4', '20160627_03:36:59_GMT-4', '20210901_00:03:54_GMT-4']",3.2.11,
aflow:df404eedddad610d,Br1Na1,skipped_existing,E:\work\worklist\pull_file\aflow\aflow_cif\cif\Br1Na1__ICSD__df404eedddad610d.cif,,,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1Na1_ICSD_26910,ICSD,"Br,Na",2,2,225,225,cF8,cF8,AB_cF8_225_b_a,AB_cF8_225_b_a,4.1143,-1.60729,"['20140722_15:08:24_GMT-5', '20140722_22:08:16_GMT-5', '20210522_21:57:13_GMT-5']",3.2.9,
